ERR599017.17_00212	ERR599017.17_00212
ERR1726875.19_00054	ERR1726875.19_00054
ERR1726875.19_00055	ERR1726875.19_00055
ERR1726875.19_00055	ERR2098377.12_00296
ERR1726875.19_00055	ERR4013358.13_00007
ERR1726875.19_00067	ERR1726875.19_00067
ERR1726875.19_00068	ERR1726875.19_00068
ERR1726875.19_00076	ERR1726875.19_00076
ERR1726875.19_00076	ERR1726701.24_00327
ERR1726875.19_00076	ERR2098377.12_00050
ERR1726875.19_00076	ERR4013358.13_00416
ERR1726875.19_00076	ERR519454.28_00316
ERR1726875.19_00076	ERR519458.6_00867
ERR1726875.19_00076	ERR519462.64_00124
ERR1726875.19_00076	ERR599017.17_00405
ERR1726875.19_00076	ERR599046.13_00783
ERR1726875.19_00076	ERR599174.6_00245
ERR1726875.19_00084	ERR1726875.19_00084
ERR1726875.19_00084	ERR519454.28_00056
ERR1726875.19_00084	ERR598996.53_00383
ERR1726875.19_00085	ERR1726875.19_00085
ERR1726875.19_00098	ERR1726875.19_00098
ERR1726875.19_00098	ERR2098377.12_00642
ERR1726875.19_00098	ERR4013358.13_00665
ERR1726875.19_00098	ERR519454.28_00995
ERR1726875.19_00098	ERR519458.6_00176
ERR1726875.19_00098	ERR519462.64_00004
ERR1726875.19_00098	ERR599103.13_00797
ERR1726875.19_00098	ERR599174.6_00116
ERR1726875.19_00098	ERR599236.12_00345
ERR1726875.19_00101	ERR1726875.19_00101
ERR1726875.19_00102	ERR1726875.19_00102
ERR1726875.19_00102	ERR519458.6_01034
ERR1726875.19_00102	ERR1726829.2_00529
ERR1726875.19_00106	ERR1726875.19_00106
ERR1726875.19_00106	ERR4013358.13_00367
ERR1726875.19_00106	ERR519458.6_00074
ERR1726875.19_00106	ERR519458.6_00589
ERR1726875.19_00106	ERR519462.64_00058
ERR1726875.19_00110	ERR1726875.19_00110
ERR1726875.19_00114	ERR1726875.19_00114
ERR1726875.19_00114	ERR1726829.2_00236
ERR1726875.19_00114	ERR2098377.12_00023
ERR1726875.19_00114	ERR519454.28_00309
ERR1726875.19_00114	ERR519458.6_00134
ERR1726875.19_00114	ERR519462.64_00998
ERR1726875.19_00114	ERR594335.69_00009
ERR1726875.19_00114	ERR598996.53_00203
ERR1726875.19_00114	ERR599236.12_00731
ERR1726875.19_00115	ERR1726875.19_00115
ERR1726875.19_00115	ERR2098377.12_00467
ERR1726875.19_00115	ERR4013358.13_00939
ERR1726875.19_00115	ERR519454.28_01074
ERR1726875.19_00115	ERR519458.6_01027
ERR1726875.19_00115	ERR519462.64_00361
ERR1726875.19_00115	ERR599017.17_00243
ERR1726875.19_00115	ERR599046.13_00074
ERR1726875.19_00115	ERR599056.13_00530
ERR1726875.19_00115	ERR599103.13_00503
ERR1726875.19_00115	ERR599170.2_00061
ERR1726875.19_00115	ERR599236.12_00365
ERR1726875.19_00117	ERR1726875.19_00117
ERR1726875.19_00117	DRR092706.1_00042
ERR1726875.19_00117	ERR2098377.12_00441
ERR1726875.19_00117	ERR4013358.13_00091
ERR1726875.19_00117	ERR519454.28_00167
ERR1726875.19_00117	ERR519458.6_00398
ERR1726875.19_00117	ERR519462.64_01031
ERR1726875.19_00117	ERR599017.17_00479
ERR1726875.19_00117	ERR599103.13_00360
ERR1726875.19_00117	ERR599170.2_00586
ERR1726875.19_00117	ERR599174.6_00029
ERR1726875.19_00117	ERR599240.6_00577
ERR1726875.19_00130	ERR1726875.19_00130
ERR1726875.19_00131	ERR1726875.19_00131
ERR1726875.19_00131	ERR1726833.2_00670
ERR1726875.19_00132	ERR1726875.19_00132
ERR1726875.19_00134	ERR1726875.19_00134
ERR1726875.19_00134	ERR4013358.13_01096
ERR1726875.19_00134	ERR519454.28_00151
ERR1726875.19_00134	ERR519458.6_00331
ERR1726875.19_00134	ERR599046.13_00678
ERR1726875.19_00134	ERR599170.2_00475
ERR1726875.19_00136	ERR1726875.19_00136
ERR1726875.19_00136	ERR4013358.13_01098
ERR1726875.19_00136	ERR519454.28_00153
ERR1726875.19_00136	ERR519458.6_00329
ERR1726875.19_00136	ERR519462.64_00249
ERR1726875.19_00136	ERR599046.13_00680
ERR1726875.19_00136	ERR599103.13_00171
ERR1726875.19_00136	ERR599170.2_00477
ERR1726875.19_00136	ERR599240.6_00354
ERR1726875.19_00137	ERR1726875.19_00137
ERR1726875.19_00137	ERR4013358.13_01099
ERR1726875.19_00137	ERR519454.28_00154
ERR1726875.19_00137	ERR519458.6_00328
ERR1726875.19_00137	ERR519462.64_00248
ERR1726875.19_00137	ERR599046.13_00681
ERR1726875.19_00137	ERR599103.13_00172
ERR1726875.19_00137	ERR599170.2_00478
ERR1726875.19_00137	ERR599236.12_00226
ERR1726875.19_00137	ERR599240.6_00353
ERR1726875.19_00138	ERR1726875.19_00138
ERR1726875.19_00138	ERR4013358.13_01100
ERR1726875.19_00138	ERR519454.28_00155
ERR1726875.19_00138	ERR519458.6_00327
ERR1726875.19_00138	ERR519462.64_00247
ERR1726875.19_00138	ERR599046.13_00682
ERR1726875.19_00138	ERR599103.13_00173
ERR1726875.19_00138	ERR599170.2_00479
ERR1726875.19_00138	ERR599236.12_00227
ERR1726875.19_00138	ERR599240.6_00352
ERR1726875.19_00153	ERR1726875.19_00153
ERR1726875.19_00154	ERR1726875.19_00154
ERR1726875.19_00154	ERR2098377.12_00202
ERR1726875.19_00154	ERR4013358.13_01062
ERR1726875.19_00154	ERR519454.28_00136
ERR1726875.19_00154	ERR519458.6_00818
ERR1726875.19_00154	ERR519462.64_00796
ERR1726875.19_00154	ERR599017.17_00022
ERR1726875.19_00154	ERR599170.2_00423
ERR1726875.19_00154	ERR599236.12_00526
ERR1726875.19_00156	ERR1726875.19_00156
ERR1726875.19_00156	ERR4013358.13_00699
ERR1726875.19_00156	ERR519454.28_00138
ERR1726875.19_00156	ERR519458.6_00816
ERR1726875.19_00156	ERR519462.64_00794
ERR1726875.19_00169	ERR1726875.19_00169
ERR1726875.19_00170	ERR1726875.19_00170
ERR1726875.19_00171	ERR1726875.19_00171
ERR1726875.19_00172	ERR1726875.19_00172
ERR1726875.19_00172	ERR4013358.13_00467
ERR1726875.19_00172	ERR519458.6_01051
ERR1726875.19_00172	ERR519462.64_01136
ERR1726875.19_00172	ERR599174.6_00669
ERR1726875.19_00172	ERR599236.12_00588
ERR1726875.19_00173	ERR1726875.19_00173
ERR1726875.19_00173	ERR4013358.13_00466
ERR1726875.19_00173	ERR519462.64_01135
ERR1726875.19_00173	ERR599174.6_00670
ERR1726875.19_00176	ERR1726875.19_00176
ERR1726875.19_00176	ERR519454.28_00782
ERR1726875.19_00176	ERR519462.64_01072
ERR1726875.19_00176	ERR599017.17_00116
ERR1726875.19_00176	ERR599103.13_00201
ERR1726875.19_00176	ERR599240.6_00042
ERR1726875.19_00177	ERR1726875.19_00177
ERR1726875.19_00177	ERR519462.64_01071
ERR1726875.19_00177	ERR599017.17_00117
ERR1726875.19_00177	ERR599103.13_00202
ERR1726875.19_00177	ERR599240.6_00043
ERR1726875.19_00178	ERR1726875.19_00178
ERR1726875.19_00179	ERR1726875.19_00179
ERR1726875.19_00179	ERR599240.6_00620
ERR1726875.19_00183	ERR1726875.19_00183
ERR1726875.19_00183	ERR1726833.2_00345
ERR599017.17_00525	ERR599017.17_00525
ERR599017.17_00525	ERR1726701.24_00376
ERR599017.17_00525	ERR599046.13_00865
ERR599017.17_00525	ERR599103.13_00114
ERR599017.17_00525	ERR599174.6_00673
ERR599017.17_00535	ERR599017.17_00535
ERR599017.17_00540	ERR599017.17_00540
ERR599017.17_00540	ERR1726829.2_00221
ERR599017.17_00540	ERR599056.13_00037
ERR599017.17_00540	ERR599236.12_00119
ERR599017.17_00541	ERR599017.17_00541
ERR599017.17_00541	ERR1726829.2_00220
ERR599017.17_00579	ERR599017.17_00579
ERR599017.17_00580	ERR599017.17_00580
ERR599017.17_00601	ERR599017.17_00601
ERR599017.17_00602	ERR599017.17_00602
ERR599017.17_00645	ERR599017.17_00645
ERR599017.17_00659	ERR599017.17_00659
ERR599017.17_00660	ERR599017.17_00660
ERR599017.17_00671	ERR599017.17_00671
ERR599017.17_00671	DRR092706.1_00058
ERR599017.17_00671	ERR4013358.13_00465
ERR599017.17_00675	ERR599017.17_00675
ERR599017.17_00675	ERR594335.69_00199
ERR599017.17_00678	ERR599017.17_00678
ERR599017.17_00687	ERR599017.17_00687
ERR599017.17_00687	ERR1726833.2_00057
ERR599017.17_00688	ERR599017.17_00688
ERR599017.17_00688	ERR1726833.2_00058
ERR599017.17_00692	ERR599017.17_00692
ERR599017.17_00692	ERR599103.13_00712
ERR599017.17_00692	ERR599236.12_00836
ERR599017.17_00728	ERR599017.17_00728
ERR599017.17_00728	ERR599236.12_00715
ERR599017.17_00728	ERR599240.6_00372
ERR599017.17_00739	ERR599017.17_00739
ERR599017.17_00739	ERR4013358.13_00568
ERR599017.17_00760	ERR599017.17_00760
ERR599017.17_00762	ERR599017.17_00762
ERR599017.17_00762	ERR1726875.19_00479
ERR599017.17_00762	ERR599056.13_00472
ERR599017.17_00762	ERR599103.13_00759
ERR599017.17_00762	ERR599174.6_00555
ERR599017.17_00771	ERR599017.17_00771
ERR599017.17_00819	ERR599017.17_00819
ERR599017.17_00819	DRR092706.1_00299
ERR599046.13_00041	ERR599046.13_00041
ERR599046.13_00042	ERR599046.13_00042
ERR599046.13_00048	ERR599046.13_00048
ERR599046.13_00056	ERR599046.13_00056
ERR599046.13_00063	ERR599046.13_00063
ERR599046.13_00092	ERR599046.13_00092
ERR599056.13_00385	ERR599056.13_00385
ERR599056.13_00407	ERR599056.13_00407
ERR599056.13_00407	ERR599236.12_00181
ERR599056.13_00409	ERR599056.13_00409
ERR599056.13_00414	ERR599056.13_00414
ERR599056.13_00414	ERR1726701.24_00029
ERR599056.13_00440	ERR599056.13_00440
ERR599056.13_00446	ERR599056.13_00446
ERR599056.13_00446	ERR2098377.12_00392
DRR092706.1_00206	DRR092706.1_00206
DRR092706.1_00206	ERR1726829.2_00038
DRR092706.1_00206	ERR519458.6_00011
DRR092706.1_00206	ERR519462.64_00389
DRR092706.1_00206	ERR594335.69_00043
DRR092706.1_00206	ERR598996.53_00580
DRR092706.1_00206	ERR599017.17_00711
DRR092706.1_00206	ERR599056.13_00049
DRR092706.1_00206	ERR599103.13_00577
DRR092706.1_00206	ERR599170.2_00041
DRR092706.1_00206	ERR599174.6_00567
DRR092706.1_00206	ERR599236.12_00205
DRR092706.1_00206	ERR599240.6_00551
DRR092706.1_00207	DRR092706.1_00207
DRR092706.1_00207	ERR1726701.24_00257
DRR092706.1_00207	ERR1726829.2_00039
DRR092706.1_00207	ERR1726875.19_00454
DRR092706.1_00207	ERR519454.28_00340
DRR092706.1_00207	ERR519458.6_00012
DRR092706.1_00207	ERR519462.64_00388
DRR092706.1_00207	ERR594335.69_00044
DRR092706.1_00207	ERR598996.53_00579
DRR092706.1_00207	ERR599017.17_00710
DRR092706.1_00207	ERR599046.13_00084
DRR092706.1_00207	ERR599056.13_00048
DRR092706.1_00207	ERR599103.13_00576
DRR092706.1_00207	ERR599170.2_00042
DRR092706.1_00207	ERR599174.6_00566
DRR092706.1_00207	ERR599236.12_00206
DRR092706.1_00207	ERR599240.6_00552
DRR092706.1_00208	DRR092706.1_00208
DRR092706.1_00208	ERR1726701.24_00256
DRR092706.1_00208	ERR1726829.2_00040
DRR092706.1_00208	ERR1726833.2_00044
DRR092706.1_00208	ERR1726875.19_00453
DRR092706.1_00208	ERR4013358.13_01108
DRR092706.1_00208	ERR519454.28_00339
DRR092706.1_00208	ERR519458.6_00013
DRR092706.1_00208	ERR519462.64_00387
DRR092706.1_00208	ERR594335.69_00045
DRR092706.1_00208	ERR598996.53_00578
DRR092706.1_00208	ERR599017.17_00709
DRR092706.1_00208	ERR599046.13_00083
DRR092706.1_00208	ERR599056.13_00047
DRR092706.1_00208	ERR599103.13_00575
DRR092706.1_00208	ERR599170.2_00043
DRR092706.1_00208	ERR599174.6_00565
DRR092706.1_00208	ERR599236.12_00207
DRR092706.1_00208	ERR599240.6_00553
DRR092706.1_00209	DRR092706.1_00209
DRR092706.1_00209	ERR1726701.24_00255
DRR092706.1_00209	ERR1726829.2_00041
DRR092706.1_00209	ERR1726833.2_00045
DRR092706.1_00209	ERR1726875.19_00452
DRR092706.1_00209	ERR4013358.13_01109
DRR092706.1_00209	ERR519454.28_00338
DRR092706.1_00209	ERR519458.6_00014
DRR092706.1_00209	ERR519462.64_00386
DRR092706.1_00209	ERR594335.69_00046
DRR092706.1_00209	ERR598996.53_00577
DRR092706.1_00209	ERR599017.17_00708
DRR092706.1_00209	ERR599046.13_00082
DRR092706.1_00209	ERR599056.13_00046
DRR092706.1_00209	ERR599103.13_00574
DRR092706.1_00209	ERR599170.2_00044
DRR092706.1_00209	ERR599174.6_00564
DRR092706.1_00209	ERR599236.12_00208
DRR092706.1_00210	DRR092706.1_00210
DRR092706.1_00210	ERR1726829.2_00042
DRR092706.1_00210	ERR1726833.2_00046
DRR092706.1_00210	ERR1726875.19_00451
DRR092706.1_00210	ERR4013358.13_01110
DRR092706.1_00210	ERR519454.28_00337
DRR092706.1_00210	ERR519458.6_00015
DRR092706.1_00210	ERR519462.64_00385
DRR092706.1_00210	ERR594335.69_00047
DRR092706.1_00210	ERR598996.53_00576
DRR092706.1_00210	ERR599017.17_00707
DRR092706.1_00210	ERR599046.13_00081
DRR092706.1_00210	ERR599056.13_00045
DRR092706.1_00210	ERR599103.13_00573
DRR092706.1_00210	ERR599170.2_00045
DRR092706.1_00210	ERR599174.6_00563
DRR092706.1_00210	ERR599240.6_00443
DRR092706.1_00212	DRR092706.1_00212
DRR092706.1_00212	ERR1726701.24_00171
DRR092706.1_00212	ERR1726829.2_00044
DRR092706.1_00212	ERR1726833.2_00048
DRR092706.1_00212	ERR1726875.19_00449
DRR092706.1_00212	ERR4013358.13_01112
DRR092706.1_00212	ERR519454.28_00335
DRR092706.1_00212	ERR519458.6_00017
DRR092706.1_00212	ERR519462.64_00383
DRR092706.1_00212	ERR594335.69_00049
DRR092706.1_00212	ERR598996.53_00574
DRR092706.1_00212	ERR599017.17_00705
DRR092706.1_00212	ERR599046.13_00079
DRR092706.1_00212	ERR599056.13_00043
DRR092706.1_00212	ERR599103.13_00571
DRR092706.1_00212	ERR599170.2_00047
DRR092706.1_00212	ERR599174.6_00561
DRR092706.1_00212	ERR599236.12_00143
DRR092706.1_00212	ERR599240.6_00445
DRR092706.1_00213	DRR092706.1_00213
DRR092706.1_00213	ERR1726701.24_00170
DRR092706.1_00213	ERR1726829.2_00045
DRR092706.1_00213	ERR1726833.2_00049
DRR092706.1_00213	ERR1726875.19_00448
DRR092706.1_00213	ERR4013358.13_01113
DRR092706.1_00213	ERR519454.28_00334
DRR092706.1_00213	ERR519458.6_00018
DRR092706.1_00213	ERR519462.64_00382
DRR092706.1_00213	ERR594335.69_00050
DRR092706.1_00213	ERR598996.53_00573
DRR092706.1_00213	ERR599017.17_00704
DRR092706.1_00213	ERR599046.13_00078
DRR092706.1_00213	ERR599056.13_00042
DRR092706.1_00213	ERR599103.13_00570
DRR092706.1_00213	ERR599170.2_00048
DRR092706.1_00213	ERR599174.6_00560
DRR092706.1_00213	ERR599236.12_00144
DRR092706.1_00213	ERR599240.6_00446
DRR092706.1_00214	DRR092706.1_00214
DRR092706.1_00214	ERR1726701.24_00169
DRR092706.1_00214	ERR1726829.2_00046
DRR092706.1_00214	ERR1726833.2_00050
DRR092706.1_00214	ERR1726875.19_00259
DRR092706.1_00214	ERR4013358.13_01114
DRR092706.1_00214	ERR519454.28_00333
DRR092706.1_00214	ERR519458.6_00019
DRR092706.1_00214	ERR519462.64_00381
DRR092706.1_00214	ERR594335.69_00051
DRR092706.1_00214	ERR599017.17_00703
DRR092706.1_00214	ERR599046.13_00077
DRR092706.1_00214	ERR599056.13_00041
DRR092706.1_00214	ERR599103.13_00569
DRR092706.1_00214	ERR599170.2_00049
DRR092706.1_00214	ERR599174.6_00559
DRR092706.1_00214	ERR599236.12_00145
DRR092706.1_00214	ERR599240.6_00447
DRR092706.1_00217	DRR092706.1_00217
DRR092706.1_00217	ERR2098377.12_00519
DRR092706.1_00217	ERR4013358.13_01020
DRR092706.1_00217	ERR519454.28_00298
DRR092706.1_00217	ERR519458.6_00145
DRR092706.1_00217	ERR519462.64_01009
DRR092706.1_00217	ERR599017.17_00336
DRR092706.1_00217	ERR599046.13_00317
DRR092706.1_00217	ERR599170.2_00494
DRR092706.1_00217	ERR599174.6_00714
DRR092706.1_00217	ERR599240.6_00199
DRR092706.1_00219	DRR092706.1_00219
DRR092706.1_00219	ERR1726829.2_00387
DRR092706.1_00219	ERR1726875.19_00099
DRR092706.1_00219	ERR2098377.12_00641
DRR092706.1_00219	ERR519454.28_00996
DRR092706.1_00219	ERR519458.6_00177
DRR092706.1_00219	ERR519462.64_00005
DRR092706.1_00219	ERR598996.53_00242
DRR092706.1_00219	ERR599046.13_00470
DRR092706.1_00219	ERR599056.13_00823
DRR092706.1_00219	ERR599103.13_00796
DRR092706.1_00219	ERR599236.12_00346
DRR092706.1_00221	DRR092706.1_00221
DRR092706.1_00221	ERR1726829.2_00389
DRR092706.1_00221	ERR4013358.13_00829
DRR092706.1_00221	ERR519454.28_00998
DRR092706.1_00221	ERR519458.6_00179
DRR092706.1_00221	ERR519462.64_00007
DRR092706.1_00221	ERR594335.69_00039
DRR092706.1_00221	ERR598996.53_00240
DRR092706.1_00221	ERR599017.17_00205
DRR092706.1_00221	ERR599046.13_00472
DRR092706.1_00221	ERR599056.13_00821
DRR092706.1_00221	ERR599103.13_00089
DRR092706.1_00221	ERR599170.2_00218
DRR092706.1_00221	ERR599174.6_00634
DRR092706.1_00221	ERR599236.12_00348
DRR092706.1_00227	DRR092706.1_00227
DRR092706.1_00227	ERR1726875.19_00406
DRR092706.1_00227	ERR4013358.13_00457
DRR092706.1_00227	ERR519454.28_00848
DRR092706.1_00227	ERR519458.6_00039
DRR092706.1_00227	ERR519462.64_00522
DRR092706.1_00227	ERR599046.13_00060
DRR092706.1_00227	ERR599056.13_00496
DRR092706.1_00227	ERR599170.2_00104
DRR092706.1_00227	ERR599240.6_00495
DRR092706.1_00228	DRR092706.1_00228
DRR092706.1_00228	ERR1726875.19_00407
DRR092706.1_00228	ERR4013358.13_00654
DRR092706.1_00228	ERR519454.28_00849
DRR092706.1_00228	ERR519458.6_00040
DRR092706.1_00228	ERR519462.64_00523
DRR092706.1_00228	ERR599046.13_00061
DRR092706.1_00228	ERR599056.13_00495
DRR092706.1_00228	ERR599170.2_00105
DRR092706.1_00228	ERR599240.6_00496
DRR092706.1_00230	DRR092706.1_00230
DRR092706.1_00230	ERR519454.28_00851
DRR092706.1_00230	ERR519458.6_00042
DRR092706.1_00230	ERR519462.64_00525
DRR092706.1_00230	ERR594335.69_00327
DRR092706.1_00230	ERR599017.17_00612
DRR092706.1_00230	ERR599056.13_00574
DRR092706.1_00230	ERR599170.2_00107
DRR092706.1_00230	ERR599174.6_00782
DRR092706.1_00230	ERR599236.12_00875
DRR092706.1_00231	DRR092706.1_00231
DRR092706.1_00231	ERR4013358.13_00108
DRR092706.1_00231	ERR519454.28_00852
DRR092706.1_00231	ERR519458.6_00043
DRR092706.1_00231	ERR519462.64_00526
DRR092706.1_00231	ERR594335.69_00326
DRR092706.1_00231	ERR599017.17_00611
DRR092706.1_00231	ERR599056.13_00573
DRR092706.1_00231	ERR599103.13_00545
DRR092706.1_00231	ERR599170.2_00108
DRR092706.1_00231	ERR599174.6_00783
DRR092706.1_00231	ERR599236.12_00874
DRR092706.1_00233	DRR092706.1_00233
DRR092706.1_00233	ERR1726833.2_00381
DRR092706.1_00233	ERR1726875.19_00340
DRR092706.1_00233	ERR519454.28_00890
DRR092706.1_00233	ERR519458.6_00270
DRR092706.1_00233	ERR519462.64_01240
DRR092706.1_00233	ERR598996.53_00207
DRR092706.1_00233	ERR599017.17_00700
DRR092706.1_00233	ERR599046.13_00512
DRR092706.1_00233	ERR599103.13_00743
DRR092706.1_00233	ERR599174.6_00820
DRR092706.1_00233	ERR599236.12_00677
DRR092706.1_00234	DRR092706.1_00234
DRR092706.1_00234	ERR1726833.2_00380
DRR092706.1_00234	ERR1726875.19_00341
DRR092706.1_00234	ERR519454.28_00891
DRR092706.1_00234	ERR519458.6_00271
DRR092706.1_00234	ERR519462.64_01241
DRR092706.1_00234	ERR598996.53_00206
DRR092706.1_00234	ERR599017.17_00701
DRR092706.1_00234	ERR599046.13_00511
DRR092706.1_00234	ERR599103.13_00742
DRR092706.1_00234	ERR599174.6_00821
DRR092706.1_00234	ERR599236.12_00678
DRR092706.1_00234	ERR1726701.24_00027
DRR092706.1_00234	ERR1726833.2_00101
DRR092706.1_00234	ERR1726875.19_00547
DRR092706.1_00234	ERR2098377.12_00434
DRR092706.1_00234	ERR4013358.13_00588
DRR092706.1_00234	ERR519454.28_00256
DRR092706.1_00234	ERR519458.6_01053
DRR092706.1_00234	ERR519462.64_00085
DRR092706.1_00234	ERR594335.69_00473
DRR092706.1_00234	ERR599017.17_00581
DRR092706.1_00234	ERR599056.13_00748
DRR092706.1_00234	ERR599103.13_00320
DRR092706.1_00234	ERR599174.6_00454
DRR092706.1_00234	ERR599236.12_00414
DRR092706.1_00234	ERR599240.6_00272
DRR092706.1_00235	DRR092706.1_00235
DRR092706.1_00236	DRR092706.1_00236
DRR092706.1_00236	ERR4013358.13_00392
DRR092706.1_00236	ERR519454.28_00420
DRR092706.1_00236	ERR519458.6_01093
DRR092706.1_00236	ERR519462.64_00045
DRR092706.1_00236	ERR599046.13_00232
DRR092706.1_00236	ERR599056.13_00608
DRR092706.1_00236	ERR599170.2_00464
DRR092706.1_00237	DRR092706.1_00237
DRR092706.1_00237	ERR1726701.24_00104
DRR092706.1_00237	ERR1726701.24_00418
DRR092706.1_00237	ERR1726829.2_00369
DRR092706.1_00237	ERR1726833.2_00075
DRR092706.1_00237	ERR4013358.13_00391
DRR092706.1_00237	ERR519454.28_00419
DRR092706.1_00237	ERR519454.28_01081
DRR092706.1_00237	ERR519458.6_01094
DRR092706.1_00237	ERR519462.64_00046
DRR092706.1_00237	ERR519462.64_00489
DRR092706.1_00237	ERR599046.13_00233
DRR092706.1_00237	ERR599056.13_00576
DRR092706.1_00237	ERR599056.13_00607
DRR092706.1_00237	ERR599103.13_00326
DRR092706.1_00237	ERR599170.2_00463
DRR092706.1_00237	ERR599174.6_00240
DRR092706.1_00238	DRR092706.1_00238
DRR092706.1_00238	ERR1726701.24_00419
DRR092706.1_00238	ERR1726833.2_00076
DRR092706.1_00238	ERR1726875.19_00371
DRR092706.1_00238	ERR4013358.13_00390
DRR092706.1_00238	ERR519454.28_00418
DRR092706.1_00238	ERR519458.6_01095
DRR092706.1_00238	ERR519462.64_00047
DRR092706.1_00238	ERR599046.13_00234
DRR092706.1_00238	ERR599056.13_00606
DRR092706.1_00238	ERR599103.13_00327
DRR092706.1_00238	ERR599170.2_00462
DRR092706.1_00240	DRR092706.1_00240
DRR092706.1_00240	ERR1726701.24_00421
DRR092706.1_00240	ERR1726829.2_00411
DRR092706.1_00240	ERR1726833.2_00078
DRR092706.1_00240	ERR1726875.19_00373
DRR092706.1_00240	ERR4013358.13_00388
DRR092706.1_00240	ERR4013358.13_00492
DRR092706.1_00240	ERR519454.28_00416
DRR092706.1_00240	ERR519458.6_01097
DRR092706.1_00240	ERR519462.64_00049
DRR092706.1_00240	ERR599046.13_00236
DRR092706.1_00240	ERR599056.13_00604
DRR092706.1_00240	ERR599103.13_00329
DRR092706.1_00240	ERR599170.2_00460
DRR092706.1_00240	ERR599236.12_00313
DRR092706.1_00240	DRR092706.1_00239
DRR092706.1_00240	ERR1726701.24_00420
DRR092706.1_00240	ERR1726833.2_00077
DRR092706.1_00240	ERR1726875.19_00372
DRR092706.1_00240	ERR4013358.13_00389
DRR092706.1_00240	ERR4013358.13_00493
DRR092706.1_00240	ERR519454.28_00417
DRR092706.1_00240	ERR519458.6_01096
DRR092706.1_00240	ERR519462.64_00048
DRR092706.1_00240	ERR599046.13_00235
DRR092706.1_00240	ERR599056.13_00605
DRR092706.1_00240	ERR599103.13_00328
DRR092706.1_00240	ERR599170.2_00461
DRR092706.1_00240	ERR599236.12_00312
DRR092706.1_00242	DRR092706.1_00242
DRR092706.1_00242	ERR1726829.2_00505
DRR092706.1_00242	ERR599240.6_00230
DRR092706.1_00244	DRR092706.1_00244
DRR092706.1_00244	ERR1726701.24_00281
DRR092706.1_00244	ERR1726829.2_00684
DRR092706.1_00244	ERR1726833.2_00376
DRR092706.1_00244	ERR4013358.13_00646
DRR092706.1_00244	ERR519454.28_00522
DRR092706.1_00244	ERR519462.64_00331
DRR092706.1_00244	ERR598996.53_00341
DRR092706.1_00244	ERR599017.17_00236
DRR092706.1_00244	ERR599046.13_00835
DRR092706.1_00244	ERR599174.6_00765
DRR092706.1_00244	ERR599236.12_00334
DRR092706.1_00244	ERR599240.6_00520
DRR092706.1_00245	DRR092706.1_00245
DRR092706.1_00245	ERR1726701.24_00280
DRR092706.1_00245	ERR1726829.2_00683
DRR092706.1_00245	ERR2098377.12_00134
DRR092706.1_00245	ERR4013358.13_00645
DRR092706.1_00245	ERR519454.28_00521
DRR092706.1_00245	ERR519462.64_00332
DRR092706.1_00245	ERR598996.53_00342
DRR092706.1_00245	ERR599017.17_00237
DRR092706.1_00245	ERR599046.13_00834
DRR092706.1_00245	ERR599174.6_00764
DRR092706.1_00245	ERR599236.12_00333
DRR092706.1_00245	ERR599240.6_00519
DRR092706.1_00246	DRR092706.1_00246
DRR092706.1_00246	ERR1726701.24_00279
DRR092706.1_00246	ERR1726829.2_00682
DRR092706.1_00246	ERR2098377.12_00103
DRR092706.1_00246	ERR2098377.12_00133
DRR092706.1_00246	ERR4013358.13_00644
DRR092706.1_00246	ERR519454.28_00520
DRR092706.1_00246	ERR519462.64_00333
DRR092706.1_00246	ERR598996.53_00343
DRR092706.1_00246	ERR599017.17_00238
DRR092706.1_00246	ERR599046.13_00833
DRR092706.1_00246	ERR599174.6_00763
DRR092706.1_00246	ERR599236.12_00332
DRR092706.1_00246	ERR599240.6_00518
DRR092706.1_00247	DRR092706.1_00247
DRR092706.1_00247	ERR1726701.24_00278
DRR092706.1_00247	ERR1726829.2_00681
DRR092706.1_00247	ERR2098377.12_00102
DRR092706.1_00247	ERR2098377.12_00132
DRR092706.1_00247	ERR4013358.13_00643
DRR092706.1_00247	ERR519454.28_00519
DRR092706.1_00247	ERR519462.64_00334
DRR092706.1_00247	ERR598996.53_00344
DRR092706.1_00247	ERR599017.17_00239
DRR092706.1_00247	ERR599046.13_00832
DRR092706.1_00247	ERR599174.6_00762
DRR092706.1_00247	ERR599236.12_00331
DRR092706.1_00247	ERR599240.6_00517
DRR092706.1_00248	DRR092706.1_00248
DRR092706.1_00248	ERR1726701.24_00277
DRR092706.1_00248	ERR1726829.2_00680
DRR092706.1_00248	ERR2098377.12_00101
DRR092706.1_00248	ERR2098377.12_00131
DRR092706.1_00248	ERR4013358.13_00642
DRR092706.1_00248	ERR519454.28_00518
DRR092706.1_00248	ERR519462.64_00335
DRR092706.1_00248	ERR598996.53_00345
DRR092706.1_00248	ERR599017.17_00240
DRR092706.1_00248	ERR599046.13_00831
DRR092706.1_00248	ERR599174.6_00761
DRR092706.1_00248	ERR599236.12_00330
DRR092706.1_00248	ERR599240.6_00516
DRR092706.1_00250	DRR092706.1_00250
DRR092706.1_00250	ERR1726833.2_00056
DRR092706.1_00250	ERR4013358.13_00141
DRR092706.1_00250	ERR519454.28_00158
DRR092706.1_00250	ERR599240.6_00338
DRR092706.1_00251	DRR092706.1_00251
DRR092706.1_00251	ERR1726833.2_00055
