mOTU,taxo,motupan_w_ppan,motupan_w_roary,ppanggolin_persist,ppanggolin_shell,roary_core,roary_shell,nb_genomes,mean_completeness_ppan,mean_completeness_roary,mean_est_ppan_cogs,mean_est_roary_cogs,mean_scaff_count,type,genoms_ids
s__Pseudomonas_E syringae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae,4215,3925,4285,1058,3694,2346,50,99.5462752075919,99.07487898089171,5223.107486933789,5270.116792476773,154.06,gtdb,GB_GCA_000282735.1;RS_GCF_000302795.1;RS_GCF_000302815.1;RS_GCF_000331385.1;RS_GCF_000334035.1;RS_GCF_000334055.1;RS_GCF_000412165.1;RS_GCF_000452585.1;RS_GCF_000452605.1;RS_GCF_000452725.1;RS_GCF_000452805.1;RS_GCF_000498595.1;RS_GCF_000507185.2;RS_GCF_000597765.1;RS_GCF_000738515.1;RS_GCF_000800685.1;RS_GCF_000935775.1;RS_GCF_000972155.1;RS_GCF_000972175.1;RS_GCF_000972195.1;RS_GCF_000988395.1;RS_GCF_001400125.1;RS_GCF_001400495.1;RS_GCF_001401075.1;RS_GCF_001401335.1;RS_GCF_001467285.1;RS_GCF_001482725.1;RS_GCF_001623415.1;RS_GCF_001675375.1;RS_GCF_001675415.1;RS_GCF_002318655.1;RS_GCF_002318715.1;RS_GCF_002318825.1;RS_GCF_002318875.1;RS_GCF_002699845.1;RS_GCF_002770765.1;RS_GCF_002905975.1;RS_GCF_002916225.1;RS_GCF_002916255.1;RS_GCF_002916335.1;RS_GCF_002916375.1;RS_GCF_002917245.1;RS_GCF_003047185.1;RS_GCF_003205895.1;RS_GCF_003205935.1;RS_GCF_003205965.1;RS_GCF_900113535.1;RS_GCF_900113625.1;RS_GCF_900115275.1;RS_GCF_900115405.1
s__Xanthomonas arboricola,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas arboricola,3397,3107,3484,974,2873,2078,50,99.25735531351191,98.78918570968779,4168.093371526393,4201.218779316804,127.07936507936508,gtdb,RS_GCF_002940565.1;RS_GCF_002940265.1;RS_GCF_002940545.1;RS_GCF_002940315.1;RS_GCF_900240435.1;RS_GCF_001237985.1;RS_GCF_002940425.1;GB_GCA_000521365.1;RS_GCF_002940095.1;RS_GCF_000306055.1;RS_GCF_001264355.1;GB_GCA_000685175.1;RS_GCF_002940625.1;RS_GCF_001266525.1;RS_GCF_001306965.1;RS_GCF_002940445.1;RS_GCF_001013495.1;RS_GCF_001264265.1;RS_GCF_900240345.1;RS_GCF_002939805.1;RS_GCF_002940345.1;RS_GCF_002940285.1;GB_GCA_000524455.1;RS_GCF_002940505.1;RS_GCF_900240365.1;RS_GCF_001013485.1;RS_GCF_001266535.1;RS_GCF_002939845.1;RS_GCF_000972745.1;RS_GCF_002940235.1;RS_GCF_000724915.1;RS_GCF_000724925.1;RS_GCF_001264285.1;RS_GCF_002940475.1;RS_GCF_002940365.1;RS_GCF_000355635.2;RS_GCF_002939965.1;RS_GCF_002940225.1;RS_GCF_002940125.1;RS_GCF_001264275.1;RS_GCF_001264295.1;RS_GCF_900240355.1;RS_GCF_001264345.1;RS_GCF_001675005.1;RS_GCF_001266515.1;RS_GCF_900240325.1;RS_GCF_002940525.1;RS_GCF_002940165.1;RS_GCF_001264385.1;RS_GCF_001741965.1
s__Yersinia enterocolitica,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia enterocolitica,3262,2889,3363,1152,2793,2374,50,99.74886695278968,99.48563447559711,4118.498355087359,4201.273837602314,87.82634730538922,gtdb,RS_GCF_001219385.1;RS_GCF_001050755.1;RS_GCF_001217685.1;RS_GCF_001090445.1;RS_GCF_001319425.1;RS_GCF_001103745.1;RS_GCF_000284995.1;RS_GCF_001090885.1;RS_GCF_001182165.1;RS_GCF_001217565.1;RS_GCF_001221865.1;RS_GCF_001086525.1;RS_GCF_001086025.1;RS_GCF_001174965.1;RS_GCF_001218165.1;RS_GCF_001085265.1;RS_GCF_001708595.1;RS_GCF_001218005.1;RS_GCF_001182965.1;RS_GCF_001220745.1;RS_GCF_002083285.2;RS_GCF_001319505.1;RS_GCF_900079935.1;RS_GCF_001319305.1;RS_GCF_001219745.1;RS_GCF_900079955.1;RS_GCF_001182245.1;RS_GCF_900080125.1;RS_GCF_001219605.1;RS_GCF_001090225.1;RS_GCF_000284955.1;RS_GCF_001182085.1;RS_GCF_001354575.1;RS_GCF_000968115.1;RS_GCF_001219785.1;RS_GCF_001084885.1;RS_GCF_001319405.1;RS_GCF_002554625.2;RS_GCF_000755045.1;RS_GCF_001565915.1;RS_GCF_001219245.1;RS_GCF_001105985.1;RS_GCF_000253175.1;RS_GCF_000987925.1;RS_GCF_001174985.1;RS_GCF_001171185.1;RS_GCF_001149865.1;RS_GCF_900079885.1;RS_GCF_001182225.1;RS_GCF_001160045.1
s__Bacillus_A thuringiensis_S,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A thuringiensis_S,4580,4025,4658,1683,3722,3886,50,99.1346288209607,98.63644720496896,6001.908330964927,6176.463954945345,171.73202614379085,gtdb,RS_GCF_002558525.1;RS_GCF_002571315.1;RS_GCF_002550455.1;RS_GCF_002562915.1;RS_GCF_001429475.1;RS_GCF_002551855.1;RS_GCF_002146615.1;RS_GCF_002912065.1;RS_GCF_002568385.1;GB_GCA_000167695.1;RS_GCF_002564645.1;RS_GCF_002576565.1;RS_GCF_002585935.1;RS_GCF_002565195.1;RS_GCF_002574295.1;GB_GCA_001402735.1;RS_GCF_002564955.1;RS_GCF_002147805.1;RS_GCF_002577325.1;RS_GCF_002576405.1;RS_GCF_002567905.1;RS_GCF_002558015.1;RS_GCF_000292455.1;RS_GCF_002565105.1;RS_GCF_900108285.1;RS_GCF_002577005.1;RS_GCF_002575215.1;RS_GCF_000161735.1;RS_GCF_002147335.1;RS_GCF_000585975.1;RS_GCF_002585635.1;RS_GCF_002584855.1;RS_GCF_002570925.1;RS_GCF_002575035.1;RS_GCF_002558915.1;RS_GCF_002563045.1;RS_GCF_000940785.1;RS_GCF_000290955.1;RS_GCF_002574805.1;RS_GCF_002575705.1;RS_GCF_002558235.1;RS_GCF_002560815.1;RS_GCF_002562665.1;RS_GCF_002566645.1;RS_GCF_002148065.1;RS_GCF_002146785.1;RS_GCF_002584185.1;RS_GCF_002574505.1;RS_GCF_002146405.1;RS_GCF_002574265.1
s__Haemophilus_B ducreyi,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_B;s__Haemophilus_B ducreyi,1293,1249,1302,475,1221,806,30,99.69144624903329,99.61506004803843,1599.5071650422612,1639.6049360444515,3.033333333333333,gtdb,GB_GCA_001043155.1;GB_GCA_001043195.1;GB_GCA_001043235.1;GB_GCA_001043275.1;GB_GCA_001043315.1;GB_GCA_001043335.1;GB_GCA_001043355.1;GB_GCA_001043375.1;GB_GCA_001043395.1;GB_GCA_001043415.1;GB_GCA_001043435.1;GB_GCA_001043455.1;GB_GCA_001043475.1;GB_GCA_001043495.1;RS_GCF_000007945.1;RS_GCF_001465235.1;RS_GCF_001647655.1;RS_GCF_001647695.1;RS_GCF_001647735.1;RS_GCF_001647765.1;RS_GCF_001647795.1;RS_GCF_001647815.1;RS_GCF_001647835.1;RS_GCF_001647855.1;RS_GCF_001647875.1;RS_GCF_001647895.1;RS_GCF_001647915.1;RS_GCF_002015155.1;RS_GCF_002208665.2;RS_GCF_900109315.1
s__Aliivibrio fischeri,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio fischeri,3136,2856,3193,664,2732,1873,29,99.57426988036593,99.34181396696609,3828.756478136064,3908.551608389662,80.37931034482759,gtdb,GB_GCA_001312625.1;RS_GCF_000011805.1;RS_GCF_000020845.1;RS_GCF_000241785.1;RS_GCF_000287175.2;RS_GCF_000985635.1;RS_GCF_001029395.1;RS_GCF_001640305.1;RS_GCF_001640315.1;RS_GCF_001640325.1;RS_GCF_001640375.1;RS_GCF_001640385.1;RS_GCF_001640415.1;RS_GCF_001640445.1;RS_GCF_001640455.1;RS_GCF_001640465.1;RS_GCF_001640505.1;RS_GCF_001640525.1;RS_GCF_001640545.1;RS_GCF_001690915.1;RS_GCF_001690925.1;RS_GCF_001690945.1;RS_GCF_001690975.1;RS_GCF_001691015.1;RS_GCF_001691095.1;RS_GCF_001691105.1;RS_GCF_001691135.1;RS_GCF_001730145.1;RS_GCF_001730155.1
s__Pectobacterium carotovorum,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium carotovorum,3370,3049,3419,1255,2986,2866,32,99.62417470326409,99.51348187930469,4368.053828482316,4437.131041734743,77.03125,gtdb,GB_GCA_000173155.1;GB_GCA_000754765.1;GB_GCA_000769535.1;RS_GCF_000749855.1;RS_GCF_000754715.1;RS_GCF_000808215.1;RS_GCF_000808435.1;RS_GCF_000808475.1;RS_GCF_000808495.1;RS_GCF_000808515.1;RS_GCF_001039055.1;RS_GCF_002904005.1;RS_GCF_002904025.1;RS_GCF_002904045.1;RS_GCF_002904055.1;RS_GCF_002904085.1;RS_GCF_002904105.1;RS_GCF_002904125.1;RS_GCF_002904145.1;RS_GCF_002904185.1;RS_GCF_002904195.1;RS_GCF_002904225.1;RS_GCF_002904255.1;RS_GCF_002921205.1;RS_GCF_002921235.1;RS_GCF_002921275.1;RS_GCF_002921285.1;RS_GCF_002921295.1;RS_GCF_002983505.1;RS_GCF_003031305.1;RS_GCF_003121765.1;RS_GCF_900129615.1
s__Bacillus_A cereus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus,4502,4138,4621,1193,3776,2564,50,99.05397156819191,98.48525857902368,5575.63803883198,5699.8278817084765,126.0530303030303,gtdb,RS_GCF_002911955.1;RS_GCF_000290735.1;RS_GCF_002147655.1;GB_GCA_002504205.1;RS_GCF_002014705.1;RS_GCF_900177025.1;RS_GCF_002014665.1;RS_GCF_000878525.1;RS_GCF_001583865.1;RS_GCF_001043655.1;RS_GCF_002893585.1;GB_GCA_002117835.1;RS_GCF_002583305.1;RS_GCF_001721145.1;GB_GCA_002117855.1;RS_GCF_000290795.1;RS_GCF_002575135.1;RS_GCF_900176995.1;RS_GCF_002584465.1;RS_GCF_000518025.1;RS_GCF_900107565.1;RS_GCF_002567555.1;RS_GCF_002199565.1;RS_GCF_000021205.1;RS_GCF_001619525.1;RS_GCF_001909175.1;RS_GCF_002147715.1;GB_GCA_002427705.1;RS_GCF_002000005.1;RS_GCF_002565525.1;RS_GCF_000399125.1;RS_GCF_002575635.1;RS_GCF_001619405.1;RS_GCF_002214705.1;RS_GCF_002557995.1;RS_GCF_002021445.1;GB_GCA_001199455.1;RS_GCF_001757675.1;RS_GCF_000161115.1;RS_GCF_002147745.1;RS_GCF_002807445.1;RS_GCF_002146925.1;RS_GCF_001683705.1;RS_GCF_001044485.1;RS_GCF_001757695.1;RS_GCF_001619395.1;RS_GCF_002147965.1;RS_GCF_002807415.1;RS_GCF_002807215.1;RS_GCF_002224345.1
s__Sphingobacterium multivorum,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium multivorum,3550,3015,3737,1332,796,5942,37,94.21275218880852,90.33750168078527,5152.207361124008,5074.1229956487405,198.05405405405406,gtdb,GB_GCA_001899705.1;GB_GCA_002294605.1;GB_GCA_002295765.1;GB_GCA_002321155.1;GB_GCA_002322295.1;GB_GCA_002322695.1;GB_GCA_002331225.1;GB_GCA_002331955.1;GB_GCA_002339225.1;GB_GCA_002339515.1;GB_GCA_002341965.1;GB_GCA_002377215.1;GB_GCA_002378775.1;GB_GCA_002403715.1;GB_GCA_002413875.1;GB_GCA_002421245.1;GB_GCA_002429985.1;GB_GCA_002438205.1;GB_GCA_002438235.1;GB_GCA_002440385.1;GB_GCA_002451315.1;GB_GCA_002453725.1;GB_GCA_002471105.1;GB_GCA_002477675.1;GB_GCA_002478405.1;GB_GCA_002483845.1;GB_GCA_002483935.1;GB_GCA_002494055.1;GB_GCA_002500845.1;GB_GCA_003446115.1;GB_GCA_003446835.1;GB_GCA_003453885.1;GB_GCA_003484905.1;GB_GCA_003507625.1;GB_GCA_003539195.1;RS_GCF_000988325.1;RS_GCF_001808025.1
s__Pseudomonas_E sp002966775,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002966775,4511,4179,4545,1128,3693,2579,38,99.37394205976037,99.03810657296508,5524.096686621709,5560.377152320825,98.5,gtdb,GB_GCA_001828795.1;GB_GCA_001828815.1;RS_GCF_000262325.2;RS_GCF_000416175.1;RS_GCF_000416255.1;RS_GCF_000511155.2;RS_GCF_000698295.1;RS_GCF_000801795.1;RS_GCF_000801815.1;RS_GCF_001320785.1;RS_GCF_001320835.1;RS_GCF_001439745.1;RS_GCF_001467145.1;RS_GCF_001542695.1;RS_GCF_001542705.1;RS_GCF_001747385.1;RS_GCF_001896155.1;RS_GCF_001902145.1;RS_GCF_001907715.1;RS_GCF_001908925.1;RS_GCF_001931665.1;RS_GCF_002177125.1;RS_GCF_002216645.1;RS_GCF_002319065.1;RS_GCF_002883555.1;RS_GCF_002883585.1;RS_GCF_002884185.1;RS_GCF_002884205.1;RS_GCF_002901425.1;RS_GCF_002909035.1;RS_GCF_002966775.1;RS_GCF_002980025.1;RS_GCF_003001555.1;RS_GCF_003001635.1;RS_GCF_003060935.1;RS_GCF_900105085.1;RS_GCF_900119355.1;RS_GCF_900119375.1
s__Mannheimia haemolytica,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__Mannheimia haemolytica,2132,1955,2005,912,1785,1484,50,98.93886679174483,98.65532992327364,2615.5239881067637,2695.5916590873526,76.3768115942029,gtdb,RS_GCF_001931195.1;RS_GCF_000439735.1;RS_GCF_000443185.1;RS_GCF_000443205.1;RS_GCF_001930695.1;RS_GCF_001930585.1;RS_GCF_001596585.1;RS_GCF_001596555.1;RS_GCF_001930685.1;RS_GCF_002285815.1;RS_GCF_001929715.1;GB_GCA_003261455.1;RS_GCF_000422095.1;RS_GCF_001931285.1;RS_GCF_002285615.1;RS_GCF_001930935.1;RS_GCF_001856565.1;RS_GCF_002285575.1;RS_GCF_000176255.1;RS_GCF_001930845.1;RS_GCF_001931365.1;RS_GCF_000176275.1;RS_GCF_002285595.1;RS_GCF_001596565.1;RS_GCF_001930195.1;RS_GCF_001596715.1;RS_GCF_000349785.2;RS_GCF_001596635.1;RS_GCF_000376645.1;GB_GCA_003261375.1;RS_GCF_000963675.1;RS_GCF_000341635.1;RS_GCF_001856545.1;RS_GCF_000963635.1;RS_GCF_001929735.1;RS_GCF_000931975.1;RS_GCF_001930855.1;RS_GCF_001929965.1;RS_GCF_000422145.1;RS_GCF_000443225.1;RS_GCF_001930505.1;RS_GCF_001929775.1;RS_GCF_001929645.1;RS_GCF_001929665.1;RS_GCF_001931345.1;GB_GCA_001722305.1;RS_GCF_000443105.1;RS_GCF_001596675.1;RS_GCF_001930735.1;RS_GCF_001930025.1
s__Aggregatibacter actinomycetemcomitans,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter actinomycetemcomitans,1730,1582,1757,269,1409,1157,34,98.84544372662359,98.5574663493716,2053.1554588433205,2089.8948672696665,90.8529411764706,gtdb,GB_GCA_000146265.4;RS_GCF_000163615.3;RS_GCF_000226715.2;RS_GCF_000226735.2;RS_GCF_000226775.2;RS_GCF_000226795.2;RS_GCF_000226815.2;RS_GCF_000226835.2;RS_GCF_000226855.2;RS_GCF_000240985.2;RS_GCF_000241005.2;RS_GCF_000318155.1;RS_GCF_000332895.2;RS_GCF_000332915.2;RS_GCF_000332935.2;RS_GCF_000332955.2;RS_GCF_000372365.1;RS_GCF_000604045.1;RS_GCF_001594245.1;RS_GCF_001594265.1;RS_GCF_001596225.1;RS_GCF_001596245.1;RS_GCF_001596255.1;RS_GCF_001596305.1;RS_GCF_001596325.1;RS_GCF_001596385.1;RS_GCF_001596415.1;RS_GCF_001690155.1;RS_GCF_002266485.1;RS_GCF_002701245.1;RS_GCF_002749175.1;RS_GCF_003130165.1;RS_GCF_003130185.1;RS_GCF_003130245.1
s__Bacillus_A cereus_U,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus_U,4183,3730,4337,1179,3419,3616,22,99.32932432138745,98.33987326346575,5557.887314848068,5644.0058029636575,98.86363636363636,gtdb,RS_GCF_000291075.1;RS_GCF_000291155.1;RS_GCF_000291295.1;RS_GCF_000293545.1;RS_GCF_000399245.1;RS_GCF_000399525.1;RS_GCF_001757785.1;RS_GCF_001757825.1;RS_GCF_001757875.1;RS_GCF_001757905.1;RS_GCF_001757915.1;RS_GCF_001757935.1;RS_GCF_001757965.1;RS_GCF_001757985.1;RS_GCF_001758015.1;RS_GCF_001855755.1;RS_GCF_002014485.1;RS_GCF_002014575.1;RS_GCF_002585905.1;RS_GCF_900094655.1;RS_GCF_900094695.1;RS_GCF_900094995.1
s__Lactobacillus johnsonii,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii,1346,1140,1389,279,1008,1620,33,98.6894637309199,98.31212121212121,1786.818654217105,1841.049830995975,61.54545454545455,gtdb,GB_GCA_000219475.3;GB_GCA_002311145.1;GB_GCA_002311195.1;GB_GCA_002311225.1;GB_GCA_002311255.1;GB_GCA_002311795.1;GB_GCA_002803395.1;RS_GCF_000008065.1;RS_GCF_000091405.1;RS_GCF_000159355.1;RS_GCF_000204985.1;RS_GCF_000498675.1;RS_GCF_001270785.1;RS_GCF_001433975.1;RS_GCF_001572665.1;RS_GCF_001714745.1;RS_GCF_002156645.1;RS_GCF_002160105.1;RS_GCF_002176835.1;RS_GCF_002176855.1;RS_GCF_002253165.1;RS_GCF_002253185.1;RS_GCF_002253205.1;RS_GCF_002253245.1;RS_GCF_002253275.1;RS_GCF_002253285.1;RS_GCF_002269965.1;RS_GCF_002269975.1;RS_GCF_002270005.1;RS_GCF_002270045.1;RS_GCF_002553695.1;RS_GCF_002553705.1;RS_GCF_002553805.1
s__Xanthomonas vasicola,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas vasicola,3428,3200,3675,656,2392,2896,26,97.50664213266315,97.44134615384617,4235.351631598651,4298.416259349674,144.34615384615384,gtdb,GB_GCA_000159815.1;GB_GCA_001189905.1;GB_GCA_003111825.1;GB_GCA_003111845.1;RS_GCF_000159795.2;RS_GCF_000277875.1;RS_GCF_000277915.1;RS_GCF_000277955.1;RS_GCF_000277975.1;RS_GCF_000277995.1;RS_GCF_000278015.1;RS_GCF_000278035.1;RS_GCF_000772695.1;RS_GCF_000772705.2;RS_GCF_000772725.1;RS_GCF_000772785.1;RS_GCF_000772795.1;RS_GCF_000774005.1;RS_GCF_002191955.1;RS_GCF_002191965.1;RS_GCF_002490275.1;RS_GCF_002939925.1;RS_GCF_003015715.1;RS_GCF_003116615.1;RS_GCF_003116635.1;RS_GCF_003116655.1
s__Enterobacter ludwigii,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii,3990,3948,4051,389,3561,1082,34,98.39168509509068,98.19836104654628,4584.219886885328,4622.568121671877,63.3235294117647,gtdb,GB_GCA_002321475.1;GB_GCA_002363435.1;GB_GCA_002492965.1;RS_GCF_000239975.1;RS_GCF_000422225.1;RS_GCF_000512375.1;RS_GCF_000534355.1;RS_GCF_000534435.1;RS_GCF_000818595.1;RS_GCF_000948705.1;RS_GCF_001022445.2;RS_GCF_001022805.1;RS_GCF_001023245.1;RS_GCF_001029645.1;RS_GCF_001057535.1;RS_GCF_001263115.1;RS_GCF_001518205.1;RS_GCF_001631555.1;RS_GCF_001698955.1;RS_GCF_001750725.1;RS_GCF_002022405.1;RS_GCF_002025685.1;RS_GCF_002148625.1;RS_GCF_002151875.1;RS_GCF_002934535.1;RS_GCF_003010695.1;RS_GCF_003071645.1;RS_GCF_900075145.1;RS_GCF_900075935.1;RS_GCF_900076575.1;RS_GCF_900077345.1;RS_GCF_900077925.1;RS_GCF_900142835.1;RS_GCF_900185895.1
s__Lactococcus lactis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis,1776,1616,1827,775,1328,1757,50,98.26415315315313,97.17574257425741,2420.5055764363938,2486.5081376324733,83.06382978723404,gtdb,GB_GCA_003446595.1;GB_GCA_002428135.1;RS_GCF_002804285.1;RS_GCF_001455265.1;GB_GCA_002078455.2;RS_GCF_001456475.1;RS_GCF_000006865.1;RS_GCF_002563455.1;GB_GCA_002322075.1;GB_GCA_002078395.2;RS_GCF_001456795.1;RS_GCF_002554775.1;RS_GCF_000703145.1;RS_GCF_002078435.1;RS_GCF_001456625.1;GB_GCA_003450295.1;RS_GCF_002441785.1;RS_GCF_000447905.1;RS_GCF_001456615.1;RS_GCF_001456385.1;RS_GCF_900088425.1;RS_GCF_001456755.1;RS_GCF_001456725.1;RS_GCF_900291895.1;RS_GCF_002441815.1;RS_GCF_001456455.1;RS_GCF_002563575.1;RS_GCF_000344575.1;RS_GCF_000447985.1;RS_GCF_002276835.1;RS_GCF_001437565.1;RS_GCF_001456695.1;RS_GCF_001456835.1;RS_GCF_001622235.1;RS_GCF_000493355.1;RS_GCF_002078495.1;RS_GCF_002563475.1;GB_GCA_002439375.1;RS_GCF_000348965.1;RS_GCF_001456575.1;RS_GCF_000786755.1;RS_GCF_000835975.1;RS_GCF_900291885.1;RS_GCF_001540895.1;RS_GCF_002277015.1;RS_GCF_000807375.1;RS_GCF_000759595.1;RS_GCF_001456495.1;RS_GCF_900240925.1;RS_GCF_001456685.1
s__Bacillus_A pseudomycoides,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pseudomycoides,4132,3520,4262,2229,3295,4841,50,99.3520619554695,99.31829545454546,5499.45110502197,5686.759047202788,259.78761061946904,gtdb,RS_GCF_002550145.1;RS_GCF_002554885.1;RS_GCF_000399485.1;RS_GCF_002588885.1;RS_GCF_000832885.1;RS_GCF_002557065.1;RS_GCF_002551555.1;RS_GCF_002555245.1;RS_GCF_002001145.1;RS_GCF_002557465.1;RS_GCF_002555785.1;RS_GCF_002569755.1;RS_GCF_000161435.1;RS_GCF_002572375.1;RS_GCF_002568975.1;RS_GCF_002557285.1;RS_GCF_002571985.1;RS_GCF_002556205.1;RS_GCF_002557585.1;RS_GCF_002554825.1;RS_GCF_002580745.1;RS_GCF_002553115.1;RS_GCF_002572385.1;RS_GCF_000399605.1;RS_GCF_002582195.1;RS_GCF_002569925.1;RS_GCF_002552575.1;RS_GCF_002555275.1;RS_GCF_000374965.1;RS_GCF_002572075.1;RS_GCF_002569225.1;RS_GCF_002014615.1;RS_GCF_002556345.1;RS_GCF_002550255.1;RS_GCF_002555145.1;RS_GCF_000161455.1;RS_GCF_002572305.1;RS_GCF_002556385.1;RS_GCF_002579115.1;RS_GCF_002569705.1;RS_GCF_002589635.1;RS_GCF_002551795.1;RS_GCF_000742855.1;RS_GCF_002582165.1;RS_GCF_002571595.1;RS_GCF_002569005.1;RS_GCF_002581285.1;RS_GCF_002569945.1;RS_GCF_002582085.1;RS_GCF_002555415.1
s__Empedobacter falsenii,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter falsenii,2097,1725,2313,669,951,2890,28,96.15865351863206,93.53115942028987,3054.617279669551,3045.453524291285,126.64285714285714,gtdb,GB_GCA_002296555.1;GB_GCA_002315095.1;GB_GCA_002322895.1;GB_GCA_002333005.1;GB_GCA_002341025.1;GB_GCA_002353015.1;GB_GCA_002362875.1;GB_GCA_002378465.1;GB_GCA_002379725.1;GB_GCA_002403645.1;GB_GCA_002415175.1;GB_GCA_002415215.1;GB_GCA_002421305.1;GB_GCA_002425465.1;GB_GCA_002426075.1;GB_GCA_002429865.1;GB_GCA_002431085.1;GB_GCA_002439125.1;GB_GCA_002440405.1;GB_GCA_002453775.1;GB_GCA_002472765.1;GB_GCA_002472945.1;GB_GCA_002478465.1;GB_GCA_002484185.1;GB_GCA_002484365.1;GB_GCA_003476275.1;GB_GCA_003517615.1;RS_GCF_000805695.1
s__Staphylococcus simulans,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus simulans,2191,2103,2217,345,1985,895,50,99.6246033774532,99.27663528292913,2524.2306535425464,2548.297875174114,76.72881355932203,gtdb,RS_GCF_003041695.1;RS_GCF_003041635.1;RS_GCF_001838465.1;RS_GCF_002994465.1;RS_GCF_003043535.1;RS_GCF_003042115.1;RS_GCF_003043415.1;RS_GCF_001814965.1;RS_GCF_001546635.1;RS_GCF_003096155.1;RS_GCF_001838485.1;RS_GCF_003043435.1;RS_GCF_003041805.1;RS_GCF_001807805.1;RS_GCF_003042965.1;RS_GCF_003041755.1;RS_GCF_001838525.1;RS_GCF_003042995.1;RS_GCF_003041795.1;RS_GCF_900240105.1;RS_GCF_000314755.2;RS_GCF_002994345.1;RS_GCF_001839185.1;RS_GCF_002994405.1;RS_GCF_001838075.1;RS_GCF_002994325.1;RS_GCF_003041675.1;RS_GCF_001838445.1;RS_GCF_001439855.1;RS_GCF_003043555.1;RS_GCF_002386185.1;RS_GCF_900474685.1;RS_GCF_003043565.1;RS_GCF_003041835.1;RS_GCF_003043475.1;RS_GCF_001810185.1;RS_GCF_000477455.1;RS_GCF_003041735.1;RS_GCF_003042095.1;RS_GCF_003043495.1;RS_GCF_001807965.1;RS_GCF_003006075.1;RS_GCF_002994355.1;RS_GCF_003041655.1;RS_GCF_003042835.1;RS_GCF_001809385.1;RS_GCF_001815505.1;RS_GCF_003006055.1;RS_GCF_002902285.1;RS_GCF_003043375.1
